Hit,Title,Artist,Featuring
1,I'll Just Hold On,Blake Shelton,0
1,He Could Be The One,Hannah Montana,0
1,Obsessed,Mariah Carey,0
1,Ignorance,Paramore,0
1,I Wanna Know You,Hannah Montana Featuring David Archuleta,1
1,Ice Cream Freeze (Let's Chill),Hannah Montana,0
1,Shining Down,Lupe Fiasco Featuring Matthew Santos,1
1,One Time,Justin Bieber,0
1,She Wolf,Shakira,0
1,Come Home,OneRepublic With Sara Bareilles,0
1,Successful,Drake Featuring Trey Songz & Lil Wayne,1
1,If It Kills Me,Jason Mraz,0
1,You Don't Belong,Daughtry,0
1,Sounds Like Life To Me,Darryl Worley,0
1,The One,Mary J. Blige Featuring Drake,1
1,Say Hey (I Love You),Michael Franti & Spearhead Featuring Cherine Anderson,1
1,Catch Me,Demi Lovato,0
1,Too Many Rappers,Beastie Boys Featuring Nas,1
1,Toes,Zac Brown Band,0
1,Imma Star (Everywhere We Are),Jeremih,0
1,Sweet Dreams,Beyonce,0
1,Closer To Love,Mat Kearney,0
1,Remember Me,T.I. Featuring Mary J. Blige,1
1,American Ride,Toby Keith,0
1,Sexy Chick,David Guetta Featuring Akon,1
1,It's A Business Doing Pleasure With You,Tim McGraw,0
1,Run This Town,"Jay-Z, Rihanna & Kanye West",0
1,Sooner Or Later,Michelle Branch,0
1,Smile,Uncle Kracker,0
1,I Just Call You Mine,Martina McBride,0
1,She Is Love,Parachute,0
1,Magic,Selena Gomez,0
1,Celebration,Madonna,0
1,I Look To You,Whitney Houston,0
1,Uprising,Muse,0
1,Digital Girl,"Jamie Foxx Featuring Drake, Kanye West + The-Dream",1
1,Welcome To The Future,Brad Paisley,0
1,Party In The U.S.A.,Miley Cyrus,0
1,Send It On,Disney's Friends For Change,0
1,Whatcha Say,Jason Derulo,0
1,Hot Mess,Cobra Starship,0
1,Evacuate The Dancefloor,Cascada,0
1,Need You Now,Lady Antebellum,0
1,Radar,Britney Spears,0
1,Gettin' You Home,Chris Young,0
1,I'm Alive,Kenny Chesney With Dave Matthews,0
1,Starstrukk,3OH!3 Featuring Katy Perry,1
1,Replay,Iyaz,0
1,Fireflies,Owl City,0
1,Joey,Sugarland,0
1,The Fixer,Pearl Jam,0
1,Runaway,Love And Theft,0
1,Overcome,Creed,0
1,Paparazzi,Lady Gaga,0
1,(If You're Wondering If I Want You To) I Want You To,Weezer,0
1,Shake My,Three 6 Mafia Featuring Kalenna,1
1,Under,Pleasure P,0
1,Falling Down,Selena Gomez & The Scene,0
1,Number One,R. Kelly Featuring Keri Hilson,1
1,Chillin,Wale Featuring Lady Gaga,1
1,Awake And Alive,Skillet,0
1,I Will Not Bow,Breaking Benjamin,0
1,LOL :-),Trey Songz Featuring Gucci Mane & Soulja Boy Tell'em,1
1,Haven't Met You Yet,Michael Buble,0
1,Body Language,Jesse McCartney Featuring T-Pain,1
1,Do I,Luke Bryan,0
1,Wasted,Gucci Mane Featuring Plies Or OJ Da Juiceman,1
1,Face Drop,Sean Kingston,0
1,Million Dollar Bill,Whitney Houston,0
1,Take A Bow,Glee Cast,0
1,Empire State Of Mind,Jay-Z + Alicia Keys,0
1,Young Forever,Jay-Z + Mr. Hudson,0
1,Break,Three Days Grace,0
1,Two Is Better Than One,Boys Like Girls Featuring Taylor Swift,1
1,Drop It Low,Ester Dean Featuring Chris Brown,1
1,Forever,"Drake Featuring Kanye West, Lil Wayne & Eminem",1
1,I'm Going In,Drake Featuring Lil Wayne & Young Jeezy,1
1,Happy,Leona Lewis,0
1,Pursuit Of Happiness (Nightmare),Kid Cudi Featuring MGMT & Ratatat,1
1,La La La,LMFAO,0
1,I Want To Know What Love Is,Mariah Carey,0
1,Meet Me Halfway,The Black Eyed Peas,0
1,We Weren't Born To Follow,Bon Jovi,0
1,I Wanna,The All-American Rejects,0
1,Cowboy Casanova,Carrie Underwood,0
1,Check My Brain,Alice In Chains,0
1,Doesn't Mean Anything,Alicia Keys,0
1,Taking Chances,Glee Cast,0
1,Somebody To Love,Glee Cast,0
1,Red Light,David Nail,0
1,Bad Habits,Maxwell,0
1,Funhouse,P!nk,0
1,Bonfire,Craig Morgan,0
1,Alone,Glee Cast Featuring Kristin Chenoweth,1
1,Wheels,Foo Fighters,0
1,Careful,Paramore,0
1,Maybe This Time,Glee Cast Featuring Kristin Chenoweth,1
1,Live Like We're Dying,Kris Allen,0
1,I Wanna Make You Close Your Eyes,Dierks Bentley,0
1,Consider Me Gone,Reba,0
1,"Hey, Soul Sister",Train,0
1,Regret,LeToya Featuring Ludacris,1
1,3,Britney Spears,0
1,One Less Lonely Girl,Justin Bieber,0
1,It's My Life / Confessions Part II,Glee Cast,0
1,Halo / Walking On Sunshine,Glee Cast,0
1,I Can Transform Ya,Chris Brown Featuring Lil Wayne & Swizz Beatz,1
1,Hell Of A Life,T.I.,0
1,All The Right Moves,OneRepublic,0
1,TiK ToK,Ke$ha,0
1,Rain,Creed,0
1,Honky Tonk Stomp,Brooks & Dunn Featuring Billy Gibbons,1
1,Shots,LMFAO Featuring Lil Jon,1
1,Money To Blow,Birdman Featuring Lil Wayne & Drake,1
1,Who Says,John Mayer,0
1,Good Morning,Chamillionaire,0
1,Keep Holding On,Glee Cast,0
1,No Air,Glee Cast,0
1,Nobody,Wonder Girls,0
1,Mama's Song,Carrie Underwood,0
1,Chances,Five For Fighting,0
1,Kings And Queens,Thirty Seconds To Mars,0
1,Papers,Usher,0
1,Tie Me Down,New Boyz Featuring Ray J,1
1,White Liar,Miranda Lambert,0
1,Notion,Kings Of Leon,0
1,Sweet Caroline,Glee Cast,0
1,Time For Miracles,Adam Lambert,0
1,Gangsta Luv,Snoop Dogg Featuring The-Dream,1
1,Southern Voice,Tim McGraw,0
1,Take Your Shirt Off,T-Pain,0
1,I Invented Sex,Trey Songz Featuring Drake,1
1,Temporary Home,Carrie Underwood,0
1,Bust A Move,Glee Cast,0
1,Vanilla Twilight,Owl City,0
1,History In The Making,Darius Rucker,0
1,Russian Roulette,Rihanna,0
1,Bad Romance,Lady Gaga,0
1,Jump Then Fall,Taylor Swift,0
1,Untouchable,Taylor Swift,0
1,The Other Side Of The Door,Taylor Swift,0
1,Superstar,Taylor Swift,0
1,Come In With The Rain,Taylor Swift,0
1,Baby By Me,50 Cent Featuring Ne-Yo,1
1,Love Me,Justin Bieber,0
1,Undo It,Carrie Underwood,0
1,If You Only Knew,Shinedown,0
1,Spotlight,Gucci Mane Featuring Usher,1
1,I Get It In,Omarion Featuring Gucci Mane,1
1,Favorite Girl,Justin Bieber,0
1,Do You Remember,Jay Sean Featuring Sean Paul & Lil Jon,1
1,The Truth,Jason Aldean,0
1,Someday,Rob Thomas,0
1,Eight Second Ride,Jake Owen,0
1,Defying Gravity,Glee Cast,0
1,Give It Up To Me,Shakira Featuring Lil Wayne,1
1,Good Life,OneRepublic,0
1,5 Star,Yo Gotti,0
1,Say Aah,Trey Songz Featuring Fabolous,1
1,For Your Entertainment,Adam Lambert,0
1,Whatever You Like,Anya Marina,0
1,Why Don't We Just Dance,Josh Turner,0
1,Undertow,Timbaland Featuring The Fray & Esthero,1
1,Half Of My Heart,John Mayer,0
1,Lean On Me,Glee Cast,0
1,Try Sleeping With A Broken Heart,Alicia Keys,0
1,Don't Stand So Close To Me / Young Girl,Glee Cast,0
1,I'll Stand By You,Glee Cast,0
1,Endless Love,Glee Cast,0
1,Down To Earth,Justin Bieber,0
1,Hard,Rihanna Featuring Jeezy,1
1,It Kills Me,Melanie Fiona,0
1,Bigger,Justin Bieber,0
1,The Invitation,50 Cent,0
1,First Dance,Justin Bieber Featuring Usher,1
1,Heartbreak Warfare,John Mayer,0
1,Telephone,Lady Gaga Featuring Beyonce,1
1,BedRock,Young Money Featuring Lloyd,1
1,I Dreamed A Dream,Susan Boyle,0
1,Video Phone,Beyonce Featuring Lady Gaga,1
1,True Colors,Glee Cast,0
1,Imagine,Glee Cast,0
1,Crawl,Chris Brown,0
1,Morning After Dark,Timbaland Featuring Nelly Furtado & SoShy,1
1,4 My Town (Play Ball),Birdman Featuring Drake & Lil Wayne,1
1,Speechless,Lady Gaga,0
1,It's Your Life,Francesca Battistelli,0
1,Wild Horses,Susan Boyle,0
1,All I Ask For Anymore,Trace Adkins,0
1,That's How Country Boys Roll,Billy Currington,0
1,Last Christmas,Glee Cast,0
1,Life After You,Daughtry,0
1,According To You,Orianthi,0
1,Who I Am,Nick Jonas & The Administration,0
1,Carry Out,Timbaland Featuring Justin Timberlake,1
1,Shut It Down,Pitbull Featuring Akon,1
1,1901,Phoenix,0
1,Breakeven,The Script,0
1,Cryin' For Me (Wayman's Song),Toby Keith,0
1,If We Ever Meet Again,Timbaland Featuring Katy Perry,1
1,American Saturday Night,Brad Paisley,0
1,How Low,Ludacris,0
1,My Life Would Suck Without You,Glee Cast,0
1,Don't Rain On My Parade,Glee Cast,0
1,On Fire,Lil Wayne,0
1,In My Head,Jason Derulo,0
1,I Am,Mary J. Blige,0
1,You Can't Always Get What You Want,Glee Cast,0
1,This Is War,Thirty Seconds To Mars,0
1,I Wanna Rock,Snoop Dogg,0
1,What I Do,Chris Brown Featuring Plies,1
1,And I Am Telling You I'm Not Going,Glee Cast,0
1,Halfway Gone,Lifehouse,0
1,Twang,George Strait,0
1,Hell Breaks Loose,Eminem Featuring Dr. Dre,1
1,Empire State Of Mind (Part II) Broken Down,Alicia Keys,0
1,Elevator,Eminem,0
1,Whataya Want From Me,Adam Lambert,0
1,Sex Therapy,Robin Thicke,0
1,Hey Daddy (Daddy's Home),Usher Featuring Plies,1
1,Naturally,Selena Gomez & The Scene,0
1,Steady Mobbin',Young Money Featuring Gucci Mane,1
1,Hillbilly Bone,Blake Shelton Featuring Trace Adkins,1
1,Music Box,Eminem,0
1,American Honey,Lady Antebellum,0
1,Drop The World,Lil Wayne Featuring Eminem,1
1,Blah Blah Blah,Ke$ha Featuring 3OH!3,1
1,Your Love Is My Drug,Ke$ha,0
1,Take It Off,Ke$ha,0
1,Love This Pain,Lady Antebellum,0
1,Say Something,Timbaland Featuring Drake,1
1,A Little More Country Than That,Easton Corbin,0
1,Soldier Of Love,Sade,0
1,Ready To Love Again,Lady Antebellum,0
1,On To The Next One,Jay-Z + Swizz Beatz,0
1,Set The Fire To The Third Bar,Snow Patrol Featuring Martha Wainwright,1
1,When I Look At You,Miley Cyrus,0
1,'Til Summer Comes Around,Keith Urban,0
1,Highway 20 Ride,Zac Brown Band,0
1,Just Breathe,Pearl Jam,0
1,Today Was A Fairytale,Taylor Swift,0
1,Baby,Justin Bieber Featuring Ludacris,1
1,Stranded (Haiti Mon Amour),"Jay-Z, Bono, The Edge & Rihanna",0
1,Hallelujah,Justin Timberlake & Matt Morris Featuring Charlie Sexton,1
1,Our Kind Of Love,Lady Antebellum,0
1,Redemption Song,Rihanna,0
1,Lean On Me,"Sheryl Crow, Kid Rock & Keith Urban",0
1,Breathless,Taylor Swift,0
1,Nothin' On You,B.o.B Featuring Bruno Mars,1
1,My City Of Ruins (Live From The Kennedy Center Honors),Eddie Vedder,0
1,Ain't Leavin Without You,Jaheim,0
1,Let It Be,Jennifer Hudson Featuring The Roots,1
1,Hurry Home,Jason Michael Carroll,0
1,All The Way Turnt Up,Roscoe Dash Featuring Soulja Boy Tell'em,1
1,Glitter In The Air,P!nk,0
1,Knockout,Lil Wayne Featuring Nicki Minaj,1
1,You And Me,Dave Matthews Band,0
1,I Made It (Cash Money Heroes),"Kevin Rudolf Featuring Birdman, Jay Sean, & Lil Wayne",1
1,Bridge Over Troubled Water,Mary J. Blige & Andrea Bocelli,0
1,F**k Today,Lil Wayne Featuring Gudda,1
1,American Star,Lil Wayne Featuring Shanell AKA SNL,1
1,Lemonade,Gucci Mane,0
1,Major Tom,Shiny Toy Guns,0
1,We Are The World 25: For Haiti,Artists For Haiti,0
1,Solo,Iyaz,0
1,Pants On The Ground,General Larry Platt,0
1,Rude Boy,Rihanna,0
1,"Beamer, Benz, Or Bentley",Lloyd Banks Featuring Juelz Santana,1
1,Everything To Me,Monica,0
1,O Let's Do It,Waka Flocka Flame,0
1,Didn't You Know How Much I Loved You,Kellie Pickler,0
1,Hero,Christopher Wilde,0
1,Hallelujah (Vancouver Winter 2010 Version),k.d. lang,0
1,All I Do Is Win,"DJ Khaled Featuring T-Pain, Ludacris, Snoop Dogg & Rick Ross",1
1,There Goes My Baby,Usher,0
1,StarStruck,Christopher Wilde,0
1,Something About The Sunshine,Christopher Wilde & Anna Margaret,0
1,Follow Me Down,3OH!3 Featuring Neon Hitch,1
1,Up Out My Face,Mariah Carey Featuring Nicki Minaj,1
1,My Chick Bad,Ludacris Featuring Nicki Minaj,1
1,Break Your Heart,Taio Cruz Featuring Ludacris,1
1,Let It Be,Kris Allen,0
1,Neighbors Know My Name,Trey Songz,0
1,One Day,Matisyahu,0
1,"Women Lie, Men Lie",Yo Gotti Featuring Lil Wayne,1
1,Gimmie That Girl,Joe Nichols,0
1,Backwoods,Justin Moore,0
1,Never Let You Go,Justin Bieber,0
1,Ridin' Solo,Jason Derulo,0
1,Lil Freak,Usher Featuring Nicki Minaj,1
1,Alice,Avril Lavigne,0
1,Ain't Back Yet,Kenny Chesney,0
1,Cryin' Like A Bitch!,Godsmack,0
1,Feel It,Three 6 Mafia Vs. Tiesto With Sean Kingston & Flo Rida,0
1,My Best Days Are Ahead Of Me,Danny Gokey,0
1,Bulletproof,La Roux,0
1,The Man I Want To Be,Chris Young,0
1,Keep On Lovin' You,Steel Magnolia,0
1,Hell On The Heart,Eric Church,0
1,Over,Drake,0
1,Driving Me Crazy,Sam Adams,0
1,Ooh Baby,Mario,0
1,U Smile,Justin Bieber,0
1,I'm Back,T.I.,0
1,I'm Awesome,Spose,0
1,More,Usher,0
1,Make A Wave,Disney's Friends For Change,0
1,Love King,The-Dream,0
1,Fistful Of Tears,Maxwell,0
1,I Gotta Get To You,George Strait,0
1,Eenie Meenie,Sean Kingston & Justin Bieber,0
1,Reverse Cowgirl,T-Pain,0
1,Roger That,Young Money,0
1,Pray For You,Jaron And The Long Road To Love,0
1,Rain Is A Good Thing,Luke Bryan,0
1,That Should Be Me,Justin Bieber,0
1,Wrong Baby Wrong,Martina McBride,0
1,The House That Built Me,Miranda Lambert,0
1,I Never Told You,Colbie Caillat,0
1,OMG,Usher Featuring will.i.am,1
1,Hello Good Morning,Diddy - Dirty Money Featuring T.I.,1
1,Alejandro,Lady Gaga,0
1,Billionaire,Travie McCoy Featuring Bruno Mars,1
1,Window Seat,Erykah Badu,0
1,She Won't Be Lonely Long,Clay Walker,0
1,You And Your Heart,Jack Johnson,0
1,Winner,Jamie Foxx Featuring Justin Timberlake & T .I.,1
1,Don't Let Me Fall,B.o.B,0
1,This Afternoon,Nickelback,0
1,Kissin U,Miranda Cosgrove,0
1,Un-Thinkable (I'm Ready),Alicia Keys,0
1,Give Me A Sign (Forever And Ever),Breaking Benjamin,0
1,All I Ever Wanted,Kelly Clarkson,0
1,Airplanes,B.o.B Featuring Hayley Williams,1
1,Not Myself Tonight,Christina Aguilera,0
1,Gives You Hell,Glee Cast,0
1,Hello,Glee Cast Featuring Jonathan Groff,1
1,Hello Goodbye,Glee Cast,0
1,"Hello, I Love You",Glee Cast,0
1,Crazy Town,Jason Aldean,0
1,Water,Brad Paisley,0
1,Like A Prayer,Glee Cast Featuring Jonathan Groff,1
1,Bet I,B.o.B Featuring T.I. & Playboy Tre,1
1,Borderline / Open Your Heart,Glee Cast,0
1,Like A Virgin,Glee Cast,0
1,Impossible,Shontelle,0
1,4 Minutes,Glee Cast,0
1,I Keep On Loving You,Reba,0
1,Still,Tim McGraw,0
1,Ride,Ciara Featuring Ludacris,1
1,One Less Bell To Answer / A House Is Not A Home,Glee Cast Featuring Kristin Chenoweth,1
1,Beautiful,Glee Cast,0
1,Rock That Body,The Black Eyed Peas,0
1,Fire,Glee Cast Featuring Kristin Chenoweth,1
1,Gypsy,Shakira,0
1,A House Is Not A Home,Glee Cast,0
1,Magic,B.o.B Featuring Rivers Cuomo,1
1,Cooler Than Me,Mike Posner,0
1,"Lover, Lover",Jerrod Niemann,0
1,Home,Glee Cast Featuring Kristin Chenoweth,1
1,Halfway There,Big Time Rush,0
1,Gettin' Over You,David Guetta & Chris Willis Featuring Fergie & LMFAO,1
1,New Morning,Alpha Rev,0
1,Not Afraid,Eminem,0
1,My First Kiss,3OH!3 Featuring Ke$ha,1
1,Total Eclipse Of The Heart,Glee Cast Featuring Jonathan Groff,1
1,Find Your Love,Drake,0
1,Lose My Mind,Young Jeezy Featuring Plies,1
1,Run Joey Run,Glee Cast Featuring Jonathan Groff,1
1,Ice Ice Baby,Glee Cast,0
1,Physical,Glee Cast Featuring Olivia Newton-John,1
1,U Can't Touch This,Glee Cast,0
1,Love Like Crazy,Lee Brice,0
1,All Or Nothing,Theory Of A Deadman,0
1,California Gurls,Katy Perry Featuring Snoop Dogg,1
1,Jessie's Girl,Glee Cast,0
1,Pyramid,Charice Featuring Iyaz,1
1,One,Glee Cast,0
1,The Boy Is Mine,Glee Cast,0
1,Lady Is A Tramp,Glee Cast,0
1,I'm Single,Lil Wayne,0
1,I Like It,Enrique Iglesias Featuring Pitbull,1
1,Rose's Turn,Glee Cast,0
1,Somebody To Love,Justin Bieber Featuring Usher,1
1,Can't Be Tamed,Miley Cyrus,0
1,Dream On,Glee Cast Featuring Neil Patrick Harris,1
1,I Dreamed A Dream,Glee Cast Featuring Idina Menzel,1
1,Touchin On My,3OH!3,0
1,Nightmare,Avenged Sevenfold,0
1,Neutron Star Collision (Love Is Forever),Muse,0
1,Woohoo,Christina Aguilera Featuring Nicki Minaj,1
1,Safety Dance,Glee Cast,0
1,Bad Romance,Glee Cast,0
1,Free,Zac Brown Band,0
1,Hold You (Hold Yuh),Gyptian,0
1,Poker Face,Glee Cast,0
1,Beautiful Day,Lee DeWyze,0
1,Hallelujah,Lee DeWyze,0
1,Up To The Mountain,Crystal Bowersox,0
1,Falling Slowly,Lee DeWyze & Crystal Bowersox,0
1,Beth,Glee Cast,0
1,Leave Right Now,Will Young,0
1,The Boxer,Lee DeWyze,0
1,The Only Exception,Paramore,0
1,Teach Me How To Dougie,Cali Swag District,0
1,Who Dat,J. Cole,0
1,Sex Room,Ludacris Featuring Trey Songz,1
1,Super High,Rick Ross Featuring Ne-Yo,1
1,Miss Me,Drake Featuring Lil Wayne,1
1,Dynamite,Taio Cruz,0
1,Got Your Back,T.I. Featuring Keri Hilson,1
1,Yeah Ya Know (Takers),T.I.,0
1,Your Love,Nicki Minaj,0
1,Good Vibrations,Glee Cast,0
1,Deja Vu,3OH!3,0
1,Another One Bites The Dust,Glee Cast,0
1,Pretty Good At Drinkin' Beer,Billy Currington,0
1,Tell Me Something Good,Glee Cast,0
1,Loser,Glee Cast,0
1,Little White Church,Little Big Town,0
1,"It's A Man's, Man's Man's World",Glee Cast,0
1,Dirty Picture,Taio Cruz Featuring Ke$ha,1
1,Shark In The Water,V V Brown,0
1,Animal,Neon Trees,0
1,Never Say Never,Justin Bieber Featuring Jaden Smith,1
1,Faithfully,Glee Cast,0
1,Waka Waka (This Time For Africa),Shakira Featuring Freshlyground,1
1,Over The Rainbow,Glee Cast,0
1,Any Way You Want It/Lovin' Touchin' Squeezin',Glee Cast,0
1,Bionic,Christina Aguilera,0
1,Beautiful Monster,Ne-Yo,0
1,Hey,Lil Jon Featuring 3OH!3,1
1,To Sir With Love,Glee Cast,0
1,Bohemian Rhapsody,Glee Cast Featuring Jonathan Groff,1
1,If It's Love,Train,0
1,Secrets,OneRepublic,0
1,Up All Night,Drake Featuring Nicki Minaj,1
1,9 AM In Dallas,Drake,0
1,Fireworks,Drake Featuring Alicia Keys,1
1,Another Way To Die,Disturbed,0
1,Double Vision,3OH!3,0
1,Pretty Boy Swag,Soulja Boy Tell'em,0
1,143,Bobby Brackins Featuring Ray J,1
1,Lay Me Down,The Dirty Heads Featuring Rome,1
1,Finding My Way Back,Jaheim,0
1,Farmer's Daughter,Rodney Atkins,0
1,This Ain't Nothin',Craig Morgan,0
1,All About Tonight,Blake Shelton,0
1,Fancy,Drake Featuring T.I. & Swizz Beatz,1
1,Love The Way You Lie,Eminem Featuring Rihanna,1
1,No Love,Eminem Featuring Lil Wayne,1
1,Round & Round,Selena Gomez & The Scene,0
1,Misery,Maroon 5,0
1,King Of Anything,Sara Bareilles,0
1,Won't Back Down,Eminem Featuring P!nk,1
1,Cold Wind Blows,Eminem,0
1,Stay,Miley Cyrus,0
1,Talkin' 2 Myself,Eminem Featuring Kobe,1
1,25 To Life,Eminem,0
1,If I Had You,Adam Lambert,0
1,POWER,Kanye West,0
1,Jar Of Hearts,Christina Perri,0
1,Club Can't Handle Me,Flo Rida Featuring David Guetta,1
1,Outta Your Mind,Lil Jon Featuring LMFAO,1
1,Deuces,Chris Brown Featuring Tyga & Kevin McCall,1
1,We'll Be A Dream,WE the Kings Featuring Demi Lovato,1
1,All Over Me,Josh Turner,0
1,Cuando Me Enamoro,Enrique Iglesias Featuring Juan Luis Guerra,1
1,I Can Do Anything,3OH!3,0
1,If I Die Young,The Band Perry,0
1,Bittersweet,Fantasia,0
1,B.M.F. (Blowin' Money Fast),Rick Ross Featuring Styles P,1
1,Up On The Ridge,Dierks Bentley,0
1,DJ Got Us Fallin' In Love,Usher Featuring Pitbull,1
1,Come Back Song,Darius Rucker,0
1,Break My Bank,New Boyz Featuring Iyaz,1
1,La La La,Auburn Featuring Iyaz,1
1,Opposite Of Adults,Chiddy Bang,0
1,Ordinary Girl,Hannah Montana,0
1,Love All Over Me,Monica,0
1,Roll With It,Easton Corbin,0
1,Mockingbird,Rob Thomas,0
1,Teenage Dream,Katy Perry,0
1,Just The Way You Are,Bruno Mars,0
1,Champagne Life,Ne-Yo,0
1,Aston Martin Music,Rick Ross Featuring Drake & Chrisette Michele,1
1,Stuck Like Glue,Sugarland,0
1,G.R.I.N.D. (Get Ready It's A New Day),Asher Roth,0
1,The Boys of Fall,Kenny Chesney,0
1,The Crow & The Butterfly,Shinedown,0
1,Rockstar 101,Rihanna Featuring Slash,1
1,Mine,Taylor Swift,0
1,The Catalyst,Linkin Park,0
1,Letting Go (Dutty Love),Sean Kingston Featuring Nicki Minaj,1
1,2012 (It Ain't The End),Jay Sean Featuring Nicki Minaj,1
1,Not Like The Movies,Katy Perry,0
1,September,Daughtry,0
1,The Man Who Can't Be Moved,The Script,0
1,Bottoms Up,Trey Songz Featuring Nicki Minaj,1
1,Circle The Drain,Katy Perry,0
1,As She's Walking Away,Zac Brown Band Featuring Alan Jackson,1
1,Bed Intruder Song,Antoine Dodson & The Gregory Brothers Featuring Kelly Dodson,1
1,Like A G6,Far*East Movement Featuring Cataracs & Dev,1
1,Rhythm of Love,Plain White T's,0
1,Love Like Woe,The Ready Set,0
1,Little Lion Man,Mumford & Sons,0
1,Hot Tottie,Usher Featuring Jay-Z,1
1,Right Above It,Lil Wayne Featuring Drake,1
1,Just A Dream,Nelly,0
1,E.T.,Katy Perry Featuring Kanye West,1
1,Why Wait,Rascal Flatts,0
1,Give A Little More,Maroon 5,0
1,Black Rain,Soundgarden,0
1,Erase Me,Kid Cudi Featuring Kanye West,1
1,My Kinda Party,Jason Aldean,0
1,Last Friday Night (T.G.I.F.),Katy Perry,0
1,Toot It And Boot It,YG,0
1,F**k You! (Forget You),CeeLo Green,0
1,Trailerhood,Toby Keith,0
1,Holding You Down (Goin In Circles),Jazmine Sullivan,0
1,Way Out Here,Josh Thompson,0
1,The Breath You Take,George Strait,0
1,Only Prettier,Miranda Lambert,0
1,Anything Like Me,Brad Paisley,0
1,A Year Without Rain,Selena Gomez & The Scene,0
1,No Hands,Waka Flocka Flame Featuring Roscoe Dash & Wale,1
1,Hollywood,Michael Buble,0
1,Only Girl (In The World),Rihanna,0
1,Check It Out,will.i.am & Nicki Minaj,0
1,Dumb Love,Sean Kingston,0
1,Introducing Me,Nick Jonas,0
1,Dog Days Are Over,Florence + The Machine,0
1,Radioactive,Kings Of Leon,0
1,Can't Be Friends,Trey Songz,0
1,Put You In A Song,Keith Urban,0
1,We No Speak Americano,Yolanda Be Cool & Dcup,0
1,All I Want Is You,Miguel Featuring J. Cole,1
1,Turn On The Radio,Reba,0
1,Waiting For The End,Linkin Park,0
1,Smoke A Little Smoke,Eric Church,0
1,Black And Yellow,Wiz Khalifa,0
1,Empire State Of Mind,Glee Cast,0
1,Telephone,Glee Cast,0
1,Billionaire,Glee Cast,0
1,Listen,Glee Cast,0
1,What I Did For Love,Glee Cast,0
1,Angel,Akon,0
1,Stutter,Maroon 5,0
1,Shake,Jesse McCartney,0
1,Loving You No More,Diddy - Dirty Money Featuring Drake,1
1,Please Don't Go,Mike Posner,0
1,Toxic,Glee Cast,0
1,Gonorrhea,Lil Wayne Featuring Drake,1
1,The Only Exception,Glee Cast,0
1,What's Wrong With Them,Lil Wayne Featuring Nicki Minaj,1
1,Hey Baby (Drop It To The Floor),Pitbull Featuring T-Pain,1
1,I'm A Slave 4 U,Glee Cast,0
1,Stronger,Glee Cast,0
1,Baby One More Time,Glee Cast,0
1,Me Against The Music,Glee Cast,0
1,I Am Not A Human Being,Lil Wayne,0
1,Right Thru Me,Nicki Minaj,0
1,Bill Gates,Lil Wayne,0
1,Na Na Na (Na Na Na Na Na Na Na Na Na),My Chemical Romance,0
1,Grenade,Bruno Mars,0
1,Hope She Cheats On You (With A Basketball Player),Marsha Ambrosius,0
1,Speak Now,Taylor Swift,0
1,Runaway,Kanye West Featuring Pusha T,1
1,I Want To Hold Your Hand,Glee Cast,0
1,One Of Us,Glee Cast,0
1,Only The Good Die Young,Glee Cast,0
1,Raise Your Glass,P!nk,0
1,Losing My Religion,Glee Cast,0
1,Papa Can You Hear Me?,Glee Cast,0
1,Bridge Over Troubled Water,Glee Cast,0
1,I Look To You,Glee Cast,0
1,The Lazy Song,Bruno Mars,0
1,Like We Used To,A Rocket To The Moon,0
1,Stereo Love,Edward Maya & Vika Jigulina,0
1,Memories,David Guetta Featuring Kid Cudi,1
1,Loca,Shakira Featuring El Cata or Dizzee Rascal,1
1,Back To December,Taylor Swift,0
1,Lucky,Glee Cast,0
1,"River Deep, Mountain High",Glee Cast,0
1,Happy Days Are Here Again / Get Happy,Glee Cast,0
1,Don't Go Breaking My Heart,Glee Cast,0
1,Move That Body,Nelly Featuring T-Pain & Akon,1
1,Little Miss,Sugarland,0
1,This,Darius Rucker,0
1,Sing!,Glee Cast,0
1,Le Jazz Hot,Glee Cast,0
1,This Ain't No Love Song,Trace Adkins,0
1,Mean,Taylor Swift,0
1,Firework,Katy Perry,0
1,Gonna Get This,Hannah Montana Featuring Iyaz,1
1,Whip My Hair,WILLOW,0
1,Monster,"Kanye West Featuring Jay-Z, Rick Ross, Bon Iver & Nicki Minaj",1
1,The End,Kings Of Leon,0
1,What's My Name?,Rihanna Featuring Drake,1
1,Rap Song,T-Pain Featuring Rick Ross,1
1,Porn Star Dancing,My Darkest Days Featuring Zakk Wylde,1
1,Lay It Down,Lloyd,0
1,Tighten Up,The Black Keys,0
1,Strip Me,Natasha Bedingfield,0
1,We R Who We R,Ke$ha,0
1,Sparks Fly,Taylor Swift,0
1,Innocent,Taylor Swift,0
1,Yeah 3X,Chris Brown,0
1,The Story Of Us,Taylor Swift,0
1,Dear John,Taylor Swift,0
1,Better Than Revenge,Taylor Swift,0
1,Haunted,Taylor Swift,0
1,Last Kiss,Taylor Swift,0
1,I Won't Let Go,Rascal Flatts,0
1,Enchanted,Taylor Swift,0
1,Mr. Rager,Kid Cudi,0
1,Never Grow Up,Taylor Swift,0
1,Long Live,Taylor Swift,0
1,Time Warp,Glee Cast,0
1,One In A Million,Ne-Yo,0
1,Someone Else Calling You Baby,Luke Bryan,0
