Title,Artist,Featuring,Hit,Unnamed: 0.1,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,speechiness,tempo,valence
Pass That Dutch,Missy Elliott,0,1,19847,0.0435,0.899,217200,0.645,0.101,10,0.358,-11.621,0.271,110.895,0.348
Waiting For You,Seal,0,1,19897,0.042,0.635,223493,0.656,0,5,0.115,-5.04,0.0403,99.049,0.579
Chicks Dig It,Chris Cagle,0,1,20072,0.0221,0.596,210560,0.921,0,7,0.303,-4.987,0.0504,104.024,0.703
You Can't Take The Honky Tonk Out Of The Girl,Brooks & Dunn,0,1,20176,0.00881,0.574,208933,0.949,3.82E-05,5,0.277,-2.799,0.0383,114.271,0.755
Gigolo,Nick Cannon Featuring R. Kelly,1,1,20294,0.273,0.896,237840,0.552,0,4,0.0662,-6.11,0.102,93.001,0.657
Fallen,Mya,0,1,20467,0.119,0.669,214600,0.61,2.75E-05,1,0.53,-8.217,0.0457,94.439,0.428
Gangsta Nation,Westside Connection Featuring Nate Dogg,1,1,20576,0.127,0.843,293053,0.7,0,9,0.876,-3.249,0.26,95.05,0.675
Pop That Booty,"Marques Houston Featuring Jermaine ""JD"" Dupri",1,1,20696,0.0752,0.839,246267,0.625,0,9,0.26,-5.699,0.15,95.511,0.731
American Soldier,Toby Keith,0,1,20868,0.193,0.565,263333,0.541,3.45E-06,9,0.0582,-8.426,0.0376,82.006,0.226
In My Life,Juvenile Featuring Mannie Fresh,1,1,20988,0.0131,0.759,344987,0.67,6.79E-05,1,0.113,-4.89,0.117,177.942,0.146
Tipsy,J-Kwon,0,1,21195,0.0644,0.925,243227,0.744,0,0,0.0888,-5.79,0.367,93.02,0.656
Wanna Get To Know You,G-Unit Featuring Joe,1,1,21561,0.106,0.513,265027,0.826,0,10,0.0675,-3.651,0.132,76.91,0.889
When The Sun Goes Down,Kenny Chesney & Uncle Kracker,0,1,21669,0.0432,0.798,290560,0.741,3.00E-06,9,0.252,-6.802,0.0284,104.945,0.708
If I Ain't Got You,Alicia Keys,0,1,21863,0.603,0.609,228707,0.445,6.77E-06,7,0.104,-9.129,0.106,118.393,0.166
8th World Wonder,Kimberley Locke,0,1,22177,0.0103,0.537,240733,0.758,0,7,0.131,-4.065,0.0249,100.041,0.295
Cold Hard Bitch,Jet,0,1,22275,0.000219,0.458,243200,0.895,0.000394,2,0.106,-3.972,0.0681,130.327,0.357
Leave (Get Out),JoJo,0,1,22398,0.039,0.491,239560,0.73,0,2,0.112,-4.399,0.0432,87.098,0.461
Jook Gal (Wine Wine),Elephant Man,0,1,22598,0.131,0.949,233360,0.746,0,1,0.049,-7.062,0.198,119.894,0.963
Last One Standing,Emerson Drive,0,1,22697,0.11,0.606,210827,0.844,2.86E-06,0,0.14,-5.497,0.0552,118.967,0.585
Whats Happnin!,Ying Yang Twins Featuring Trick Daddy,1,1,22798,0.0988,0.828,259733,0.672,0,6,0.391,-6.456,0.0543,107.996,0.776
Talk About Our Love,Brandy Featuring Kanye West,1,1,22887,0.404,0.511,214960,0.589,0,5,0.485,-6.179,0.235,100.814,0.757
Still In Love,Teena Marie Featuring Baby,1,1,23069,0.607,0.713,256640,0.663,0,0,0.255,-3.749,0.0386,79.004,0.903
Live Like You Were Dying,Tim McGraw,0,1,23272,0.492,0.416,300333,0.546,0,7,0.0845,-7.728,0.0297,159.929,0.418
I Like That,"Houston Featuring Chingy, Nate Dogg & I-20",1,1,23374,0.0154,0.797,236520,0.502,0,10,0.1,-3.925,0.0968,106.997,0.385
Coo-Coo Chee,Ric-A-Che Featuring Darija,1,1,23496,0.873,0.785,232333,0.614,0,4,0.354,-7.312,0.451,100.121,0.566
I Believe,Fantasia,0,1,23600,0.357,0.525,302027,0.446,0,8,0.161,-8.797,0.0308,133.865,0.134
No Problem,Lil Scrappy,0,1,23787,0.053,0.858,214213,0.731,0,1,0.15,-7.224,0.237,85.984,0.139
Breaking The Habit,Linkin Park,0,1,23873,0.108,0.579,196907,0.849,0,4,0.0909,-5.218,0.0303,100.021,0.581
Let's Get It Started,The Black Eyed Peas,0,1,24051,0.000612,0.85,246560,0.477,0.0116,2,0.102,-10.82,0.0452,105.008,0.764
If Nobody Believed In You,Joe Nichols,0,1,24271,0.625,0.679,235067,0.316,4.85E-05,6,0.109,-11.327,0.031,127.968,0.273
"Breathe, Stretch, Shake",Mase Featuring P. Diddy,1,1,24363,0.0666,0.531,197277,0.712,0,9,0.399,-4.887,0.336,101.43,0.648
In A Real Love,Phil Vassar,0,1,24470,0.154,0.575,214827,0.797,0,9,0.282,-5.2,0.0305,90.907,0.744
Nasty Girl,Nitty,0,1,24694,0.0566,0.937,248467,0.98,0.000373,2,0.0273,-5.037,0.0473,122.007,0.939
Go D.J.,Lil Wayne,0,1,24870,0.0244,0.666,241467,0.715,0,8,0.119,-7.292,0.156,85.356,0.1
"1, 2 Step",Ciara Featuring Missy Elliott,1,1,25273,0.042,0.944,203787,0.511,0.00107,5,0.0379,-10.96,0.161,113.046,0.842
"Awful, Beautiful Life",Darryl Worley,0,1,25471,0.0189,0.627,232800,0.777,1.09E-06,2,0.173,-6.91,0.0322,112.599,0.643
New York,Ja Rule Featuring Fat Joe & Jadakiss,1,1,25571,0.253,0.546,258213,0.795,0,11,0.0775,-5.825,0.444,93.221,0.572
I Changed My Mind,Keyshia Cole Featuring Shyne,1,1,25671,0.226,0.507,198680,0.686,0,4,0.387,-4.074,0.102,93.615,0.618
Monday Morning Church,Alan Jackson,0,1,25774,0.226,0.557,204467,0.26,0,4,0.135,-15.062,0.0321,135.922,0.154
Come Home Soon,SHeDAISY,0,1,25874,0.658,0.279,242053,0.431,0,10,0.101,-6.926,0.032,183.18,0.257
Rich Girl,Gwen Stefani Featuring Eve,1,1,26073,0.0294,0.856,236213,0.754,1.49E-05,7,0.206,-2.728,0.0416,98.018,0.722
Sunday Morning,Maroon 5,0,1,26274,0.0913,0.608,244880,0.768,0,0,0.0629,-5.227,0.0475,88.059,0.809
Truth Is,Fantasia,0,1,26472,0.309,0.707,236747,0.451,0,11,0.0524,-10.38,0.0761,73.209,0.616
I May Hate Myself In The Morning,Lee Ann Womack,0,1,26572,0.224,0.439,272867,0.417,5.22E-05,1,0.0767,-10.226,0.0275,173.727,0.3
Mr. Brightside,The Killers,0,1,26739,0.00101,0.356,222587,0.924,0,1,0.0953,-3.74,0.0808,148.017,0.232
Hate It Or Love It,The Game Featuring 50 Cent,1,1,26784,0.14,0.802,206400,0.785,0,9,0.123,-4.781,0.207,99.998,0.435
Baby Mama,Fantasia,0,1,26798,0.062,0.658,255787,0.713,0,9,0.0402,-6.83,0.0716,81.98,0.447
Trying To Find Atlantis,Jamie O'Neal,0,1,26897,0.156,0.61,208827,0.883,4.70E-06,4,0.29,-4.355,0.0444,167.983,0.787
Across The Universe,Various Artists,0,1,27021,0.000567,0.479,343493,0.544,0,2,0.136,-7.343,0.0274,148.742,0.402
Shut Up,Simple Plan,0,1,27099,0.00104,0.507,182987,0.959,0,1,0.147,-4.763,0.118,165.136,0.436
Songs About Me,Trace Adkins,0,1,27398,0.00545,0.582,204533,0.901,0,0,0.117,-3.044,0.0571,117.943,0.391
The Hand That Feeds,Nine Inch Nails,0,1,27530,0.0172,0.587,211680,0.99,0.000668,0,0.104,-4.496,0.0783,127.992,0.486
Grind With Me,Pretty Ricky,0,1,27691,0.000204,0.7,237733,0.538,0,1,0.105,-5.952,0.045,136.518,0.189
Diamonds From Sierra Leone,Kanye West,0,1,28193,0.258,0.671,233400,0.814,0,7,0.164,-3.768,0.27,96.985,0.38
Dreams,The Game,0,1,28396,0.00499,0.63,286453,0.78,0,6,0.206,-5.353,0.221,155.779,0.281
Ass Like That,Eminem,0,1,28582,0.409,0.646,265480,0.796,0,2,0.107,-6.152,0.366,83.093,0.676
Dem Boyz,Boyz N Da Hood,0,1,28696,0.00161,0.782,256800,0.63,0,1,0.151,-5.683,0.162,78.516,0.295
Inside Your Heaven,Bo Bice,0,1,28801,0.347,0.513,252760,0.606,1.33E-06,1,0.0879,-5.866,0.0274,134.955,0.201
These Boots Are Made For Walkin',Jessica Simpson,0,1,28932,0.0101,0.779,238773,0.818,0.000381,11,0.0993,-7.7,0.143,91.997,0.75
Gotta Getcha,Jermaine Dupri,0,1,28999,0.0663,0.762,170933,0.324,2.33E-06,4,0.095,-7.447,0.329,209.819,0.482
Be My Escape,Relient K,0,1,29187,0.00605,0.554,240453,0.864,0,9,0.132,-5.062,0.0394,112.523,0.299
Belly Dancer (Bananza),Akon,0,1,29397,0.0345,0.878,238493,0.699,3.37E-06,10,0.755,-5.897,0.132,104.838,0.666
Naked,Marques Houston,0,1,29588,0.0863,0.75,266560,0.511,6.76E-06,9,0.0938,-6.73,0.209,60.009,0.395
Just Want You To Know,Backstreet Boys,0,1,29688,0.000269,0.709,231187,0.555,0,2,0.0804,-3.506,0.0348,106,0.638
Better Life,Keith Urban,0,1,29797,0.0402,0.618,283160,0.832,1.58E-05,2,0.033,-3.535,0.0374,104.942,0.8
Fix You,Coldplay,0,1,30076,0.164,0.209,295533,0.417,0.00196,3,0.113,-8.74,0.0338,138.178,0.124
Who You'd Be Today,Kenny Chesney,0,1,30163,0.149,0.646,254573,0.431,0.000428,2,0.108,-9.287,0.029,145.855,0.248
Soul Meets Body,Death Cab For Cutie,0,1,30199,0.0767,0.621,229413,0.853,3.26E-06,2,0.0893,-5.735,0.0253,128.142,0.714
Miss Me Baby,Chris Cagle,0,1,30494,0.185,0.526,234653,0.569,0,1,0.0812,-5.786,0.0259,147.87,0.357
L.O.V.E.,Ashlee Simpson,0,1,30577,0.00298,0.588,153053,0.828,0.00203,5,0.644,-3.309,0.0538,191.874,0.938
DOA,Foo Fighters,0,1,30685,0.000189,0.462,252107,0.913,0.00142,2,0.0671,-4.298,0.074,145.522,0.72
Confessions Of A Broken Heart (Daughter To Father),Lindsay Lohan,0,1,30865,0.0254,0.574,220800,0.721,0,8,0.0952,-4.312,0.0335,120.033,0.159
Gotta Go,Trey Songz,0,1,30995,0.0909,0.753,243280,0.881,0,7,0.173,-5.063,0.0688,140.007,0.808
Rakata,Wisin & Yandel,0,1,31096,0.0303,0.872,172853,0.785,0,1,0.0798,-5.463,0.153,95.991,0.723
Amor Eterno,Cristian Castro,0,1,31277,0.0122,0.553,193240,0.789,5.68E-06,0,0.0918,-4.355,0.0256,104.979,0.491
"Lean Wit It, Rock Wit It",Dem Franchize Boyz Featuring Lil Peanut & Charlay,1,1,31690,0.082,0.886,229813,0.62,0,5,0.1,-5.854,0.307,76.035,0.6
Who Says You Can't Go Home,Bon Jovi,0,1,31797,0.0437,0.537,230280,0.885,0,7,0.274,-3.641,0.0343,131.698,0.802
King Without A Crown,Matisyahu,0,1,31897,0.0349,0.697,222387,0.859,0,5,0.0931,-5.306,0.19,93.78,0.696
Goodbye My Lover,James Blunt,0,1,32099,0.953,0.432,258653,0.261,0.00342,4,0.0903,-12.591,0.0512,89.567,0.273
Over My Head (Cable Car),The Fray,0,1,32197,0.022,0.592,236267,0.729,0,8,0.0653,-4.156,0.0448,116.03,0.709
Black Sweat,Prince,0,1,32359,0.0325,0.929,191120,0.593,2.11E-05,8,0.273,-5.925,0.279,108.862,0.67
4 Minutes,Avant,0,1,32593,0.0942,0.828,240320,0.6,0,10,0.126,-5.429,0.162,119.969,0.655
Conceited (There's Something About Remy),Remy Ma,0,1,32692,0.217,0.704,219560,0.571,0,11,0.184,-7.786,0.508,123.855,0.582
Llame Pa' Verte,Wisin & Yandel,0,1,32799,0.0713,0.84,196720,0.828,2.35E-06,7,0.0771,-5.128,0.0725,95,0.651
Say I,Christina Milian Featuring Young Jeezy,1,1,32897,0.0164,0.685,211440,0.904,4.90E-06,8,0.643,-2.308,0.141,100.109,0.663
Enough Cryin,Mary J. Blige Featuring Brook-Lyn,1,1,32989,0.125,0.784,260893,0.587,0.000101,9,0.0358,-6.698,0.364,96.842,0.623
Say Somethin',Mariah Carey Featuring Snoop Dogg,1,1,33092,0.12,0.818,224440,0.794,0,4,0.0828,-6.293,0.0641,108.002,0.844
DJ Play A Love Song,Jamie Foxx Featuring Twista,1,1,33189,0.109,0.793,258800,0.618,0,2,0.331,-8.664,0.108,119.984,0.31
Promiscuous,Nelly Furtado Featuring Timbaland,1,1,33363,0.046,0.795,242200,0.978,8.29E-05,10,0.143,-6.097,0.0459,114.321,0.843
Life Ain't Always Beautiful,Gary Allan,0,1,33395,0.216,0.481,224613,0.508,0.000175,2,0.105,-7.666,0.0248,86.013,0.268
A Little Too Late,Toby Keith,0,1,33592,0.175,0.635,248040,0.749,3.71E-05,11,0.139,-5.815,0.0294,100.95,0.628
Don't Wait,Dashboard Confessional,0,1,33679,0.000248,0.425,245840,0.832,0.00254,3,0.354,-4.07,0.0349,153.972,0.143
Shoulder Lean,Young Dro Featuring T.I.,1,1,33789,0.0471,0.7,258680,0.518,0,4,0.1,-7.191,0.177,75.973,0.542
Crowded,Jeannie Ortega Featuring Papoose,1,1,33895,0.178,0.821,187400,0.82,6.35E-06,1,0.149,-1.562,0.233,94.05,0.564
A Public Affair,Jessica Simpson,0,1,34138,0.00525,0.735,201467,0.86,0.000192,11,0.404,-3.878,0.0339,124.052,0.835
8th Of November,Big & Rich,0,1,34294,0.117,0.259,298240,0.729,0,2,0.438,-2.665,0.0418,169.11,0.284
Lips Of An Angel,Hinder,0,1,34396,0.0217,0.476,261853,0.736,1.08E-06,2,0.203,-5.38,0.0343,129.084,0.251
Building Bridges,Brooks & Dunn With Sheryl Crow & Vince Gill,0,1,34490,0.00717,0.677,262867,0.77,1.04E-05,9,0.0425,-4.245,0.0255,105.009,0.686
Need A Boss,Shareefa Featuring Ludacris,1,1,34590,0.0457,0.684,234813,0.797,3.72E-06,0,0.275,-5.406,0.361,84.012,0.565
When You Were Young,The Killers,0,1,34728,0.000152,0.467,220427,0.988,0.0484,11,0.28,-3.313,0.112,130.433,0.321
Call Me When You're Sober,Evanescence,0,1,34824,0.00193,0.45,214707,0.883,0,7,0.293,-4.094,0.0524,93.41,0.328
Feels Just Like It Should,Pat Green,0,1,34989,0.39,0.658,227027,0.742,0.000331,1,0.125,-3.511,0.0319,123.316,0.698
Here It Goes Again,OK Go,0,1,35086,0.000342,0.537,179813,0.882,9.06E-05,0,0.12,-2.306,0.0403,145.729,0.81
Tim McGraw,Taylor Swift,0,1,35185,0.575,0.58,232107,0.491,0,0,0.121,-6.462,0.0251,76.009,0.425
Chemicals React,Aly & AJ,0,1,35269,0.0014,0.5,175920,0.889,0,11,0.0781,-4.541,0.0676,132.713,0.428
Fergalicious,Fergie,0,1,35378,0.0576,0.906,292373,0.584,0,8,0.128,-7.72,0.316,129.055,0.831
Rockstar,Nickelback,0,1,35493,0.0459,0.616,252040,0.91,0,0,0.343,-3.004,0.0386,144.073,0.693
Boston,Augustana,0,1,35587,0.182,0.404,245933,0.571,2.08E-05,0,0.129,-5.069,0.0303,147.01,0.29
Tell Me,Diddy Featuring Christina Aguilera,1,1,35761,0.235,0.548,246147,0.938,0,8,0.531,-4.97,0.279,98.868,0.334
Pumpin' Up The Party,Hannah Montana,0,1,35880,0.00928,0.659,189080,0.808,6.68E-06,2,0.29,-5.079,0.0869,124.057,0.529
It Just Comes Natural,George Strait,0,1,35985,0.486,0.674,209320,0.646,8.37E-05,5,0.262,-5.876,0.027,148.1,0.613
Tengo Un Amor,Toby Love Featuring Rakim & Ken-Y,1,1,35999,0.59,0.783,260293,0.608,0,8,0.158,-5.674,0.0345,134.005,0.914
The Saints Are Coming,U2 & Green Day,0,1,36164,0.0781,0.315,201907,0.81,0.00321,4,0.152,-7.026,0.0468,152.116,0.118
Greatest Time Of Year,Aly & AJ,0,1,36295,0.000199,0.517,218493,0.828,0,5,0.73,-5.076,0.0436,150.957,0.86
Lost One,Jay-Z Featuring Chrisette Michele,1,1,36465,0.248,0.806,224227,0.686,0,8,0.0613,-2.754,0.154,84.011,0.632
One Wing In The Fire,Trent Tomlinson,0,1,36495,0.373,0.613,232547,0.526,0,3,0.137,-7.364,0.0306,142.055,0.412
The Way I Live,Baby Boy Da Prince Featuring Lil Boosie,1,1,36599,0.0147,0.88,324907,0.438,0,0,0.0907,-7.562,0.248,90.02,0.714
Doe Boy Fresh,Three 6 Mafia Featuring Chamillionaire,1,1,36884,0.263,0.8,258733,0.619,0,4,0.0624,-5.728,0.131,152.329,0.75
"This Ain't A Scene, It's An Arms Race",Fall Out Boy,0,1,37001,0.000747,0.435,212040,0.887,0,9,0.0327,-4.07,0.0636,199.935,0.408
Year 3000,Jonas Brothers,0,1,37239,0.0045,0.659,201960,0.857,1.93E-06,11,0.335,-5.85,0.0437,106.965,0.798
Give It To Me,Timbaland Featuring Nelly Furtado & Justin Timberlake,1,1,37386,0.168,0.975,234027,0.711,0.000552,8,0.0799,-3.904,0.0632,110.621,0.815
Long Trip Alone,Dierks Bentley,0,1,37598,0.239,0.324,223200,0.514,4.97E-06,7,0.107,-6.228,0.0338,184.975,0.216
Freak On A Leash (Unplugged),Korn Featuring Amy Lee,1,1,37688,0.238,0.441,235800,0.776,4.25E-06,2,0.923,-5.787,0.197,109.672,0.169
Survivalism,Nine Inch Nails,0,1,37867,0.000892,0.618,262493,0.675,0.216,9,0.133,-5.723,0.0679,129.983,0.354
Lost In This Moment,Big & Rich,0,1,37971,0.32,0.599,210843,0.574,0,11,0.226,-7.363,0.0434,147.751,0.677
I Tried,Bone Thugs-N-Harmony Featuring Akon,1,1,38081,0.0104,0.727,287480,0.71,0,4,0.107,-6.142,0.0742,81.995,0.378
Kiss The Girl,Ashley Tisdale,0,1,38180,0.0654,0.592,204467,0.798,0,0,0.144,-3.196,0.0501,130.026,0.369
Summer Love,Justin Timberlake,0,1,38273,0.0756,0.606,252973,0.591,0,0,0.328,-7.228,0.087,95.802,0.477
A Different World,Bucky Covington,0,1,38362,0.0327,0.62,208573,0.686,0,9,0.101,-5.027,0.0276,128.962,0.464
Me And God,Josh Turner,0,1,38397,0.2,0.592,179587,0.761,1.40E-05,3,0.146,-6.212,0.0284,153.362,0.861
If I Was Your Man,Joe,0,1,38483,0.167,0.71,232533,0.477,1.24E-06,1,0.128,-7.44,0.0397,94.932,0.143
Straight To The Bank,50 Cent,0,1,38631,0.112,0.642,190653,0.846,0,7,0.045,-3.856,0.423,179.548,0.519
teachme,Musiq Soulchild,0,1,38691,0.473,0.499,260773,0.61,0,8,0.0722,-5.11,0.135,172.969,0.436
The Great Escape,Boys Like Girls,0,1,38795,0.00166,0.423,206520,0.94,0,1,0.178,-4.012,0.0635,149.934,0.505
4 In The Morning,Gwen Stefani,0,1,38875,0.2,0.698,291107,0.826,0.00013,10,0.114,-6.261,0.031,92.409,0.502
These Are My People,Rodney Atkins,0,1,39093,0.0316,0.558,213653,0.896,0,0,0.528,-3.687,0.0545,90.064,0.63
Never Wanted Nothing More,Kenny Chesney,0,1,39264,0.0412,0.528,207720,0.742,1.99E-05,7,0.236,-7.044,0.0526,177.842,0.746
G.N.O. (Girl's Night Out),Miley Cyrus,0,1,39390,0.00409,0.506,215800,0.931,5.53E-05,0,0.307,-2.172,0.103,151.067,0.548
Cupid Shuffle,Cupid,0,1,39492,0.191,0.785,231360,0.582,0,5,0.2,-4.877,0.237,71.774,0.861
"Sorry, Blame It On Me",Akon,0,1,39606,0.251,0.709,295720,0.65,2.32E-05,7,0.0731,-7.371,0.273,176.141,0.543
Cyclone,Baby Bash Featuring T-Pain,1,1,39764,0.0112,0.644,222053,0.725,0,11,0.146,-4.622,0.0701,77.977,0.584
All My Friends Say,Luke Bryan,0,1,39889,0.0439,0.683,242800,0.9,0,9,0.177,-4.422,0.0333,117.036,0.962
Over You,Daughtry,0,1,39993,0.0174,0.425,204661,0.922,0,3,0.104,-2.6,0.0412,156.045,0.564
All For One,High School Musical 2 Cast,0,1,40091,0.119,0.657,253787,0.985,0,5,0.641,-3.22,0.109,150.038,0.776
Money In The Bank,Swizz Beatz,0,1,40289,0.0108,0.837,191920,0.697,0,0,0.377,-5.955,0.299,97.927,0.631
Sweetest Girl (Dollar Bill),"Wyclef Jean Featuring Akon, Lil Wayne & Niia",1,1,40493,0.0772,0.733,241133,0.744,0,1,0.341,-3.51,0.0553,92.515,0.529
Freaky Gurl,Gucci Mane,0,1,40593,0.0172,0.755,226720,0.644,0,7,0.193,-2.464,0.0642,147.019,0.742
Nothin' Better To Do,LeAnn Rimes,0,1,40696,0.254,0.451,266507,0.911,0,5,0.17,-3.668,0.143,198.075,0.455
Low,Flo Rida Featuring T-Pain,1,1,41090,0.0928,0.918,231400,0.609,0,10,0.139,-5.64,0.0791,128.008,0.304
Girlfriend,Bow Wow & Omarion,0,1,41181,0.114,0.725,284827,0.795,0,7,0.258,-5.291,0.214,75.03,0.85
Headlines (Friendship Never Ends),Spice Girls,0,1,41289,0.091,0.549,209537,0.721,0,1,0.2,-4.795,0.0249,143.931,0.534
Flashing Lights,Kanye West Featuring Dwele,1,1,41474,0.0381,0.639,237507,0.628,0,6,0.386,-7.578,0.0399,90.482,0.43
Sensual Seduction,Snoop Dogg,0,1,41575,0.003,0.756,245520,0.829,3.46E-05,11,0.0578,-3.973,0.0682,120.163,0.504
Sorry,Buckcherry,0,1,41685,0.0315,0.54,228387,0.773,0,2,0.176,-3.627,0.0288,130.952,0.381
Stop And Stare,OneRepublic,0,1,41797,0.0659,0.492,223853,0.859,0,4,0.0756,-4.274,0.0332,92.474,0.251
Bad Day,Alvin And The Chipmunks,0,1,41966,0.185,0.69,214667,0.653,0.263,9,0.185,-3.904,0.0328,140.044,0.312
Through The Fire And Flames,DragonForce,0,1,42085,0.00176,0.113,441560,0.951,0.00718,0,0.334,-4.743,0.129,200.024,0.139
Suspicions,Tim McGraw,0,1,42192,0.327,0.599,316973,0.733,0,0,0.091,-6.182,0.0299,147.305,0.798
God Must Be Busy,Brooks & Dunn,0,1,42298,0.101,0.456,231440,0.469,6.50E-05,9,0.317,-7.688,0.0311,78.513,0.272
New Soul,Yael Naim,0,1,42408,0.733,0.769,225107,0.371,3.73E-05,0,0.106,-8.522,0.0326,100.001,0.653
Psycho,Puddle Of Mudd,0,1,42499,0.00473,0.573,210653,0.897,0,1,0.278,-3.549,0.0553,126.034,0.463
The Prayer (Live),Celine Dion & Josh Groban,0,1,42669,0.718,0.168,278000,0.404,0.000286,8,0.976,-9.511,0.0396,79.912,0.0676
I Saw God Today,George Strait,0,1,42753,0.599,0.588,203200,0.587,0,3,0.162,-6.89,0.0302,147.897,0.381
Te Quiero,Flex,0,1,42798,0.00314,0.536,199110,0.598,0,1,0.319,-9.608,0.0424,83.954,0.465
The Way That I Love You,Ashanti,0,1,42987,0.0188,0.544,267680,0.895,0.00132,3,0.0571,-4.124,0.114,79.788,0.463
4 Minutes,Madonna Featuring Justin Timberlake & Timbaland,1,1,43167,0.00994,0.753,189693,0.931,0.00696,2,0.234,-4.922,0.0652,113.029,0.767
Got Me Going,DAY26,0,1,43278,0.0914,0.755,282373,0.728,0,5,0.0937,-6.676,0.0786,108.816,0.537
Trying To Stop Your Leaving,Dierks Bentley,0,1,43391,0.00847,0.617,218147,0.57,5.15E-05,7,0.0985,-5.562,0.0302,111.846,0.395
Migrate,Mariah Carey Featuring T-Pain,1,1,43591,0.00999,0.367,257893,0.745,0,8,0.0826,-6.949,0.353,78.612,0.543
A Milli,Lil Wayne,0,1,43659,0.0387,0.674,221840,0.695,0.00202,6,0.194,-8.636,0.278,151.486,0.773
Viva La Vida,Coldplay,0,1,43814,0.0941,0.485,242373,0.619,3.31E-06,5,0.109,-7.115,0.0289,138.017,0.416
Get Like Me,David Banner Featuring Chris Brown,1,1,43896,0.00323,0.823,224547,0.753,0,1,0.228,-4.199,0.476,117.281,0.656
Got Money,Lil Wayne Featuring T-Pain,1,1,44112,0.00188,0.694,244627,0.661,0,7,0.676,-4.847,0.118,82.48,0.702
Indestructible,Disturbed,0,1,44271,0.000209,0.429,278027,0.966,0.124,8,0.371,-4.605,0.0733,179.956,0.525
3 Peat,Lil Wayne,0,1,44365,0.00112,0.769,199427,0.66,0,9,0.078,-7.37,0.33,153.092,0.471
This Is Me,Demi Lovato & Joe Jonas,0,1,44410,0.00971,0.421,189173,0.821,0,1,0.1,-2.783,0.0372,91.245,0.594
You Look Good In My Shirt,Keith Urban,0,1,44492,0.0075,0.653,227733,0.865,1.18E-06,7,0.0629,-6.395,0.0325,116.966,0.828
Believe,Staind,0,1,44594,0.000659,0.537,257307,0.736,0.00281,10,0.15,-4.721,0.0284,113.933,0.227
The Business,Yung Berg Featuring Casha,1,1,44787,0.00867,0.63,253840,0.726,0,7,0.0864,-5.372,0.177,133.317,0.327
Please Excuse My Hands,Plies Featuring Jamie Foxx & The-Dream,1,1,44994,0.0229,0.698,264440,0.828,0,2,0.0836,-5.248,0.0756,124.964,0.484
A Little Bit Longer,Jonas Brothers,0,1,45110,0.0228,0.302,205013,0.619,0,0,0.231,-4.812,0.0331,156.359,0.291
Crush,David Archuleta,0,1,45201,0.00836,0.57,213520,0.664,1.20E-05,0,0.0719,-4.718,0.0322,162.084,0.487
Cry For You,September,0,1,45293,0.00141,0.776,211600,0.878,0.000204,9,0.0574,-3.377,0.0304,130.022,0.96
Cyanide,Metallica,0,1,45549,0.000119,0.313,399547,0.993,0.000335,11,0.303,-0.463,0.0751,129.255,0.497
Love Story,Taylor Swift,0,1,45615,0.17,0.618,235267,0.741,0,2,0.0822,-3.95,0.031,118.984,0.296
Let It Go,Tim McGraw,0,1,45699,0.0586,0.67,186267,0.766,0,9,0.0914,-6.755,0.0252,111.028,0.804
Krazy,Pitbull Featuring Lil Jon,1,1,45862,0.0155,0.871,231507,0.883,0,11,0.14,-5.075,0.105,125.037,0.581
Light On,David Cook,0,1,45916,0.0794,0.446,228827,0.834,0,9,0.114,-4.014,0.0341,132.034,0.363
All I Ever Wanted,Chuck Wicks,0,1,45994,0.0268,0.538,207333,0.773,0,11,0.0829,-4.659,0.0281,94.053,0.611
The Shock Of The Lightning,Oasis,0,1,46092,4.47E-05,0.329,299947,0.953,0.549,11,0.302,-2.416,0.0869,136.929,0.0373
Chopped 'N' Skrewed,T-Pain Featuring Ludacris,1,1,46183,0.0181,0.558,261227,0.604,0,7,0.503,-7.892,0.0529,120.159,0.323
Chasing Pavements,Adele,0,1,46281,0.312,0.621,210507,0.473,0,5,0.11,-6.07,0.0251,80.027,0.325
You Belong With Me,Taylor Swift,0,1,46411,0.162,0.687,231133,0.783,1.35E-05,6,0.114,-4.44,0.0386,129.964,0.443
White Horse,Taylor Swift,0,1,46512,0.305,0.578,234427,0.34,0,0,0.104,-8.027,0.0264,92.702,0.223
Another Way to Die,Jack White & Alicia Keys,0,1,46580,0.0239,0.42,262240,0.766,3.08E-05,4,0.11,-4.231,0.179,68.393,0.41
Sober,P!nk,0,1,46752,0.0626,0.612,251533,0.797,0,6,0.187,-4.896,0.0315,90.95,0.373
Shattered Glass,Britney Spears,0,1,46869,0.0483,0.831,172400,0.489,1.33E-05,0,0.074,-6.475,0.0533,120.054,0.376
Just Like Me,Jamie Foxx Featuring T.I.,1,1,46974,0.151,0.755,206093,0.713,0,11,0.269,-4.753,0.15,151.047,0.741
Beep,Bobby V Featuring Yung Joc,1,1,47096,0.104,0.696,250973,0.573,0,0,0.135,-8.531,0.0919,79.013,0.368
Lollipop,Framing Hanley,0,1,47185,0.000484,0.348,187907,0.893,6.36E-05,0,0.281,-4.589,0.0662,148.043,0.392
Last Call,Lee Ann Womack,0,1,47492,0.794,0.335,195467,0.584,0.000195,6,0.0869,-7.089,0.0341,78.51,0.332
Careless Whisper,Seether,0,1,47775,6.07E-05,0.469,296973,0.943,0.00547,2,0.0717,-4.196,0.102,134.031,0.358
