Title,Artist,Featuring,duration_ms,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,speechiness,tempo,valence,Hit
The Breaks,Kurtis Blow,0,244213,0.0518,0.909,0.718,2.13e-05,11,0.299,-7.399,0.128,113.038,0.895,0
Rockit,Herbie Hancock,0,325133,0.0317,0.878,0.951,0.544,7,0.0614,-5.077,0.069,111.334,0.607,0
Jam On It,Newcleus,0,383600,0.00302,0.804,0.782,0.0872,6,0.662,-6.224,0.0606,116.806,0.34600000000000003,0
Paid In Full - Seven Minutes Of Madness - The Coldcut Remix,Eric B. & Rakim,0,429560,0.00268,0.812,0.71,0.0492,4,0.326,-8.891,0.132,98.21700000000001,0.281,0
Me So Horny,2 LIVE CREW,0,276466,0.00472,0.941,0.727,0.000811,0,0.177,-11.592,0.228,128.746,0.623,0
Brass Monkey,Beastie Boys,0,157431,0.00278,0.96,0.405,4.4e-06,6,0.10400000000000001,-13.435,0.32899999999999996,116.336,0.6459999999999999,0
Peter Piper,Run–D.M.C.,0,203333,0.007890000000000001,0.862,0.424,0.000261,7,0.166,-13.717,0.308,105.49799999999999,0.564,0
The Adventures of Grandmaster Flash On the Wheels of Steel - Extended Mix,Grandmaster Flash & The Furious Five,0,426333,0.2,0.863,0.6759999999999999,0.000698,11,0.0929,-9.949,0.175,111.022,0.5379999999999999,0
Rock The Bells,LL Cool J,0,240493,0.0054,0.895,0.522,0.34700000000000003,6,0.122,-12.866,0.133,98.478,0.26899999999999996,0
P.S.K. 'What Does It Mean'?,Schoolly D,0,388906,0.22399999999999998,0.606,0.868,0.00103,7,0.6920000000000001,-13.493,0.177,98.83200000000001,0.28,0
Rebel Without A Pause,Public Enemy,0,302666,0.0117,0.787,0.6859999999999999,0.0,7,0.6970000000000001,-13.943,0.33299999999999996,99.794,0.6579999999999999,0
You Gots To Chill,EPMD,0,261839,0.08900000000000001,0.882,0.8140000000000001,0.0,8,0.16,-5.2139999999999995,0.424,99.689,0.8540000000000001,0
Eric B. Is President,Eric B. & Rakim,0,381318,0.0217,0.907,0.442,0.0,1,0.0626,-15.911,0.42100000000000004,96.723,0.7829999999999999,0
6 'N The Mornin',Ice-T,0,224866,0.00282,0.823,0.745,0.000332,5,0.32299999999999995,-6.6370000000000005,0.247,91.919,0.58,0
The Bridge Is Over,Boogie Down Productions,0,204601,0.0173,0.8220000000000001,0.447,0.0,0,0.0643,-9.836,0.44799999999999995,179.83700000000002,0.556,0
White Lines (Don't Do It),Grandmaster Flash,0,269666,0.0846,0.8440000000000001,0.522,3.24e-05,0,0.0729,-13.277000000000001,0.0874,115.26700000000001,0.7709999999999999,0
So Wat Cha Sayin',EPMD,0,297333,0.17800000000000002,0.7959999999999999,0.701,0.00023799999999999998,7,0.157,-10.857000000000001,0.316,102.079,0.475,0
Buffalo Gals,Malcolm McLaren,0,259426,0.0257,0.8809999999999999,0.636,0.00025699999999999996,4,0.207,-13.617,0.156,108.863,0.616,0
My Philosophy,Boogie Down Productions,0,338133,0.0404,0.878,0.835,0.0,4,0.354,-16.385,0.124,93.99799999999999,0.727,0
Smooth Operator,Big Daddy Kane,0,284466,0.0933,0.8909999999999999,0.319,0.00010400000000000001,4,0.0482,-16.099,0.33299999999999996,92.649,0.687,0
Strictly Business,EPMD,0,285413,0.18100000000000002,0.7120000000000001,0.895,1.8e-05,10,0.10800000000000001,-4.212,0.254,96.338,0.727,0
Colors - 2014 Remastered Version,Ice-T,0,266026,0.0902,0.847,0.92,1.3300000000000001e-05,10,0.126,-7.261,0.287,93.53200000000001,0.519,0
Sucker M.C.'s (Krush-Groove 1),Run–D.M.C.,0,189946,0.0898,0.919,0.975,0.00253,6,0.248,-5.636,0.0886,102.98200000000001,0.884,0
Top Billin',Audio Two,0,175706,0.0102,0.9129999999999999,0.35100000000000003,0.0,10,0.401,-13.57,0.354,91.499,0.727,0
I Got It Made,Special Ed,0,221986,0.11199999999999999,0.816,0.47100000000000003,0.0,10,0.11699999999999999,-13.244000000000002,0.29100000000000004,95.24799999999999,0.742,0
Manifest,Gang Starr,0,290813,0.0502,0.8490000000000001,0.8029999999999999,4.94e-06,6,0.24,-6.775,0.275,90.87299999999999,0.738,0
Bring The Noise,Public Enemy,0,226040,0.0724,0.787,0.8290000000000001,0.0,7,0.0741,-12.218,0.25,110.182,0.7979999999999999,0
Ain't No Half-Steppin',Big Daddy Kane,0,319906,0.00569,0.836,0.728,0.000819,10,0.0649,-12.058,0.23399999999999999,100.84200000000001,0.599,0
Talkin' All That Jazz,Stetsasonic,0,288053,0.0009599999999999999,0.83,0.8170000000000001,0.000677,4,0.11199999999999999,-6.539,0.077,107.90799999999999,0.622,0
Hip Hop Be Bop (Original Version),Man Parrish,0,336173,0.015,0.8220000000000001,0.7020000000000001,0.555,1,0.115,-13.507,0.0898,115.777,0.792,0
My Part of Town,Tuff Crew,0,271333,0.182,0.9440000000000001,0.805,0.0,6,0.46799999999999997,-9.578,0.327,113.993,0.833,0
Fresh Is the Word,Mantronix,0,317053,0.0174,0.885,0.833,0.000105,7,0.0452,-7.325,0.207,97.81200000000001,0.8059999999999999,0
Raw - Edit,Big Daddy Kane,0,248266,0.0662,0.9470000000000001,0.672,0.0,4,0.0564,-13.819,0.349,109.55,0.741,0
"Ego Trippin' (12"" Version)",Ultramagnetic MC's,0,326680,0.063,0.922,0.9590000000000001,1.47e-05,7,0.151,-3.542,0.27699999999999997,94.67399999999999,0.51,0
Strong Island,JVC Force,0,359693,0.754,0.7659999999999999,0.902,1.94e-06,6,0.183,-6.36,0.0973,95.883,0.958,0
Subway Theme,DJ Grand Wizard Theodore,0,173306,0.35100000000000003,0.8290000000000001,0.852,0.000109,2,0.324,-4.655,0.34600000000000003,103.12700000000001,0.713,0
Lesson 1 - Double Dee & Steinski,Steinski,0,323640,0.0548,0.865,0.82,0.00148,10,0.0952,-7.891,0.153,114.303,0.868,0
Its Yours,T La Rock,0,244106,0.000482,0.84,0.72,0.0422,7,0.114,-9.561,0.184,98.37700000000001,0.34299999999999997,0
Shake Your Rump,Beastie Boys,0,199533,0.0194,0.895,0.627,0.000149,1,0.114,-13.447000000000001,0.156,103.11200000000001,0.674,0
9mm Goes Bang,Boogie Down Productions,0,257223,0.134,0.779,0.6409999999999999,8.19e-06,2,0.0831,-11.228,0.158,164.976,0.885,0
Beat Bop,Rammellzee,0,370533,0.441,0.813,0.45,0.0,9,0.31,-14.59,0.349,90.859,0.8270000000000001,0
Al-Naafyish - Time,Hashim,0,374666,9.350000000000001e-05,0.7020000000000001,0.828,0.784,2,0.40700000000000003,-7.609,0.0485,122.757,0.45,0
Something Fresh to Swing To (Vocal Version),Levi 167,0,240843,0.379,0.8690000000000001,0.823,0.0,8,0.763,-5.069,0.305,90.725,0.872,0
Let The Music Play,Shannon,0,216000,0.0038,0.765,0.872,0.48200000000000004,10,0.275,-6.992999999999999,0.11900000000000001,118.074,0.9009999999999999,0
Wild Wild West,Kool Moe Dee,0,280840,0.00215,0.669,0.768,8.93e-06,1,0.177,-9.089,0.0562,185.88400000000001,0.943,0
Hypnotize - 2014 Remastered Version,The Notorious B.I.G.,0,229826,0.145,0.9009999999999999,0.6970000000000001,0.0,9,0.287,-3.4389999999999996,0.28,93.941,0.67,0
Still D.R.E.,Dr. Dre,0,270586,0.177,0.821,0.774,0.000676,11,0.0577,-3.418,0.235,93.425,0.547,0
Juicy,The Notorious B.I.G.,0,302693,0.47200000000000003,0.889,0.816,0.0,9,0.204,-4.67,0.247,96.056,0.777,0
Forgot About Dre,Dr. Dre,0,222240,0.092,0.925,0.737,0.0,8,0.16899999999999998,-1.2919999999999998,0.0777,133.946,0.603,0
The Next Episode,Dr. Dre,0,161600,0.0313,0.92,0.8909999999999999,0.0,3,0.083,-2.398,0.253,95.295,0.311,0
All Eyez On Me,2Pac,0,307773,0.03,0.873,0.7190000000000001,0.0,1,0.33299999999999996,-5.9479999999999995,0.248,93.281,0.858,0
Check Yo Self - Remix,Ice Cube,0,273106,0.031,0.934,0.735,8.6e-06,1,0.107,-6.667999999999999,0.251,101.368,0.768,0
Ready or Not,Fugees,0,226986,0.21,0.601,0.42200000000000004,0.0,10,0.0839,-13.364,0.518,132.45600000000002,0.563,0
Hit 'Em Up - Single Version,2Pac,0,312626,0.0405,0.9209999999999999,0.836,0.0,7,0.0802,-3.978,0.243,95.18700000000001,0.581,0
Mo Money Mo Problems (feat. Mase & Puff Daddy) - 2014 Remastered Version,The Notorious B.I.G.,1,257399,0.0128,0.845,0.884,2.1e-06,6,0.203,-4.506,0.0759,104.536,0.904,0
C.R.E.A.M.,Wu-Tang Clan,0,252186,0.57,0.479,0.5489999999999999,0.0239,11,0.127,-10.550999999999998,0.373,180.985,0.5760000000000001,0
I'll Be Missing You (feat. Faith Evans & 112),Diddy,1,306560,0.111,0.833,0.619,2.13e-05,7,0.159,-5.595,0.0538,109.92,0.9009999999999999,0
Real Muthaphuckkin G's,Eazy-E,0,332626,0.0174,0.735,0.797,0.0,11,0.62,-4.611000000000001,0.285,170.44400000000002,0.731,0
Summertime,DJ Jazzy Jeff & The Fresh Prince,0,270973,0.0455,0.677,0.54,1.84e-06,7,0.845,-14.439,0.0627,95.116,0.469,0
If I Ruled the World (Imagine That),Nas,0,282373,0.0474,0.879,0.564,9.43e-06,10,0.0519,-7.682,0.247,93.90799999999999,0.523,0
My Name Is,Eminem,0,268400,0.0406,0.833,0.6809999999999999,0.0,5,0.0926,-6.247999999999999,0.35600000000000004,85.49700000000001,0.8390000000000001,0
Da Rockwilder,Method Man,0,136093,0.0137,0.612,0.659,0.0,6,0.41700000000000004,-6.995,0.406,99.137,0.39299999999999996,0
Survival of the Fittest,Mobb Deep,0,224533,0.125,0.813,0.703,1.26e-06,11,0.237,-5.077,0.268,94.82799999999999,0.24100000000000002,0
You Know How We Do It - Remastered,Ice Cube,0,232773,0.11699999999999999,0.758,0.519,0.0742,10,0.109,-10.58,0.0395,92.87200000000001,0.617,0
N 2 Gether Now,Limp Bizkit,0,289866,0.114,0.752,0.753,0.0,6,0.317,-7.721,0.35700000000000004,102.54899999999999,0.604,0
Ms. Fat Booty,Mos Def,0,223515,0.14800000000000002,0.7809999999999999,0.589,0.0,1,0.166,-4.827,0.21,90.43700000000001,0.8640000000000001,0
Rosa Parks,OutKast,0,324373,0.10400000000000001,0.792,0.701,0.0,6,0.7609999999999999,-7.1979999999999995,0.28300000000000003,103.88799999999999,0.251,0
Get Money,Junior M.A.F.I.A.,0,270883,0.485,0.718,0.847,0.0,2,0.17,-4.876,0.29,91.15799999999999,0.888,0
Tha Crossroads,Bone Thugs-N-Harmony,0,223546,0.0856,0.679,0.509,0.0,4,0.43799999999999994,-7.31,0.0617,144.29,0.534,0
Ante Up (Robbin Hoodz Theory),M.O.P.,0,248693,0.00514,0.6990000000000001,0.7929999999999999,2.75e-06,1,0.7,-4.856,0.268,94.13799999999999,0.929,0
Gangsta Nation,Westside Connection,0,293053,0.127,0.843,0.7,0.0,9,0.8759999999999999,-3.2489999999999997,0.26,95.05,0.675,0
Hate Me Now,Nas,0,284000,0.00583,0.6779999999999999,0.77,0.0,9,0.109,-4.399,0.222,90.0,0.41200000000000003,0
Fu-Gee-La,Fugees,0,260066,0.13699999999999998,0.682,0.505,0.0,1,0.23399999999999999,-11.709000000000001,0.138,89.954,0.4,0
Guilty Conscience,Eminem,0,199333,0.0483,0.752,0.782,0.0,4,0.34,-5.147,0.28800000000000003,90.854,0.48700000000000004,0
Full Clip,Gang Starr,0,216595,0.0253,0.877,0.74,2.77e-06,1,0.28600000000000003,-5.885,0.271,95.22399999999999,0.754,0
What You Want (feat. Total),Mase,1,242946,0.0312,0.838,0.72,1.11e-05,10,0.42200000000000004,-6.593,0.384,93.76,0.845,0
Sound of da Police,KRS-One,0,258506,0.124,0.794,0.95,7.709999999999999e-05,1,0.133,-8.78,0.294,94.984,0.324,0
Feel Me Flow,Naughty By Nature,0,212560,0.0468,0.805,0.754,1.79e-06,8,0.0855,-6.678999999999999,0.156,90.214,0.8440000000000001,0
"Flava In Ya Ear Remix - feat. Notorious B.I.G., L.L. Cool J, Busta Rhymes, Rampage",Craig Mack,0,302013,0.272,0.52,0.847,0.0,9,0.325,-5.3,0.42700000000000005,177.37099999999998,0.799,0
Intergalactic - Remastered,Beastie Boys,0,231493,0.022000000000000002,0.7340000000000001,0.8640000000000001,9.94e-06,2,0.24600000000000002,-6.119,0.303,105.93299999999999,0.47,0
Doin' It,LL Cool J,0,293933,0.358,0.81,0.5489999999999999,0.034,10,0.11800000000000001,-11.095,0.20800000000000002,95.00200000000001,0.604,0
Hell on Earth (Front Lines),Mobb Deep,0,274093,0.275,0.875,0.6579999999999999,0.0,0,0.122,-3.641,0.359,92.039,0.6609999999999999,0
Just Don't Give A Fuck,Eminem,0,242573,0.000729,0.552,0.932,0.0,4,0.209,-1.818,0.258,85.56700000000001,0.705,0
Wu-Tang Clan Aint Nuthing ta F' Wit,Wu-Tang Clan,0,216133,0.19699999999999998,0.826,0.5660000000000001,0.0,10,0.35600000000000004,-10.747,0.31,99.13,0.653,0
Passing Me By,The Pharcyde,0,301840,0.0762,0.763,0.76,0.0,4,0.26,-7.975,0.259,87.095,0.599,0
He Got Game,Public Enemy,0,286200,0.0839,0.818,0.629,0.0152,4,0.0567,-6.627999999999999,0.21100000000000002,97.40700000000001,0.882,0
Hip Hop,Dead Prez,0,214066,0.000633,0.725,0.737,0.00417,4,0.109,-7.452999999999999,0.324,77.161,0.21899999999999997,0
Work,Gang Starr,0,177666,0.0313,0.795,0.835,0.0,7,0.057,-4.672,0.27899999999999997,92.581,0.799,0
Quiet Storm,Mobb Deep,0,265493,0.366,0.79,0.728,0.0,2,0.11199999999999999,-9.221,0.391,96.978,0.40299999999999997,0
Da Joint,EPMD,0,208360,0.26,0.809,0.467,0.0,10,0.107,-8.777000000000001,0.444,89.69200000000001,0.78,0
Player's Anthem,Junior M.A.F.I.A.,0,322266,0.204,0.8220000000000001,0.545,2.71e-06,7,0.105,-7.933,0.445,87.985,0.564,0
Vivrant Thing - Club Mix,Q-Tip,0,190440,0.0063100000000000005,0.914,0.698,0.000295,9,0.0575,-8.619,0.0541,99.03399999999999,0.613,0
Chief Rocka,Lords Of The Underground,0,247400,0.174,0.89,0.716,0.000589,1,0.0657,-9.673,0.29600000000000004,99.988,0.6559999999999999,0
How I Could Just Kill a Man,Cypress Hill,0,252240,0.000722,0.769,0.675,0.000149,6,0.0904,-13.325999999999999,0.0724,101.884,0.8029999999999999,0
You Got Me,The Roots,0,259306,0.151,0.7290000000000001,0.442,0.0,11,0.18899999999999997,-8.106,0.285,81.029,0.757,0
Alwayz Into Somethin',N.W.A.,0,264960,0.0123,0.6759999999999999,0.882,0.0,4,0.20600000000000002,-4.486000000000001,0.22,88.413,0.8170000000000001,0
"Day One (feat. Big L, A.G., Lord Finesse, & O.C.)",Diamond D,1,254026,0.0545,0.8059999999999999,0.613,0.0,9,0.129,-11.08,0.37200000000000005,91.49700000000001,0.688,0
Electric Relaxation,A Tribe Called Quest,0,226133,0.184,0.866,0.534,0.266,11,0.0929,-9.201,0.22899999999999998,98.243,0.841,0
Real Hip-Hop,Das EFX,0,247613,0.0217,0.858,0.76,0.0,4,0.322,-7.895,0.254,93.08200000000001,0.951,0
Livin' Proof,Group Home,0,254933,0.0107,0.846,0.77,0.000123,9,0.0558,-7.489,0.28300000000000003,92.057,0.773,0
Slam,Onyx,0,218506,0.0577,0.878,0.711,0.00635,4,0.922,-12.924000000000001,0.335,98.33200000000001,0.718,0
Streiht Up Menace,Compton's Most Wanted,0,274840,0.00116,0.7659999999999999,0.52,0.0189,7,0.3,-9.371,0.105,79.83800000000001,0.556,0
They Reminisce Over You,Pete Rock & C.L. Smooth,0,286693,0.141,0.7609999999999999,0.6829999999999999,0.0,2,0.342,-10.889000000000001,0.16399999999999998,101.787,0.6709999999999999,0
Keep Your Worries - Street Version; Feat. Angie Stone,Guru's Jazzmatazz,0,298266,0.42,0.7340000000000001,0.544,0.0,11,0.0975,-4.7860000000000005,0.19399999999999998,86.617,0.669,0
You Never Knew,Hieroglyphics,0,273573,0.385,0.73,0.8370000000000001,0.0,6,0.321,-5.359,0.281,92.12700000000001,0.867,0
Don't Sweat The Technique,Eric B. & Rakim,0,261600,0.006690000000000001,0.7120000000000001,0.9079999999999999,0.0373,4,0.0938,-6.898,0.146,105.89299999999999,0.777,0
Nappy Heads - Remix,Fugees,0,322066,0.13699999999999998,0.774,0.456,6.879999999999999e-05,1,0.109,-16.027,0.326,97.109,0.642,0
Wreckonize - Remix Vocal,Smif-N-Wessun,0,233199,0.29600000000000004,0.775,0.451,6.31e-06,1,0.12300000000000001,-9.164,0.0567,92.986,0.5589999999999999,0
Duck Ya Head,Dred Scott,0,289160,0.0303,0.845,0.8190000000000001,0.0,10,0.115,-4.35,0.385,94.984,0.747,0
Grown Man Sport,Pete Rock,0,276373,0.478,0.8009999999999999,0.757,1.32e-05,7,0.163,-8.01,0.316,88.025,0.607,0
Hey Lover,LL Cool J,0,284693,0.37,0.693,0.423,0.0,5,0.106,-12.212,0.07400000000000001,88.09100000000001,0.528,0
Another Man,Barbara Mason,0,415306,0.0072900000000000005,0.84,0.588,3.41e-05,0,0.0979,-10.652000000000001,0.0587,111.988,0.88,0
A Lovers's Holiday - Jim Burgess Mix,Change,0,384850,0.0308,0.922,0.613,0.0274,11,0.0844,-6.07,0.214,116.335,0.833,0
More Bounce To The Ounce,Zapp,0,311120,0.124,0.85,0.818,0.00135,0,0.349,-8.623,0.0904,105.266,0.8390000000000001,0
Dreamer,The B. B. & Q. Band,0,347800,0.0836,0.866,0.6809999999999999,0.0159,3,0.0433,-6.587000000000001,0.0534,109.492,0.9740000000000001,0
Candy Man,Mary Jane Girls,0,270066,0.0341,0.877,0.433,0.525,3,0.0206,-12.004000000000001,0.0435,122.23100000000001,0.972,0
"She's a Bad Mama Jama (She's Built, She's Stacked)",Carl Carlton,0,237533,0.0959,0.892,0.441,0.0,0,0.0365,-10.520999999999999,0.0908,114.22,0.674,0
Forget Me Nots,Patrice Rushen,0,275813,0.139,0.912,0.534,0.102,6,0.0387,-5.319,0.0366,114.681,0.963,0
Last Night a D.J. Saved My Life,Indeep,0,252653,0.0463,0.8490000000000001,0.657,2.9299999999999997e-05,11,0.11699999999999999,-7.5089999999999995,0.205,112.682,0.8640000000000001,0
It's A Love Thing,The Whispers,0,228573,0.27399999999999997,0.807,0.785,1.04e-05,5,0.266,-7.718,0.12,117.725,0.9329999999999999,0
Show You My Love,Goldie Alexander,0,388426,0.0153,0.763,0.653,0.0020800000000000003,0,0.113,-9.591000000000001,0.0589,118.137,0.748,0
We Got the Funk,Positive Force,0,201413,0.16699999999999998,0.768,0.823,0.0774,5,0.213,-7.115,0.0609,111.677,0.812,0
Change of Heart - Full Length Album Mix,Change,0,426413,0.0131,0.767,0.8590000000000001,0.0019100000000000002,3,0.0377,-6.877999999999999,0.0611,107.383,0.94,0
Get Down Saturday Night,Oliver Cheatham,0,411360,0.0214,0.9009999999999999,0.5579999999999999,0.0016600000000000002,7,0.0301,-11.225,0.149,117.471,0.818,0
Come Into My Life (Radio Mix) - Radio Mix,Joyce Sims,0,228480,0.179,0.47600000000000003,0.845,0.373,8,0.0441,-5.574,0.0451,94.491,0.818,0
Saturday Love,Alexander O'Neal,0,257042,0.10400000000000001,0.778,0.615,0.00011200000000000001,11,0.0797,-8.675,0.0397,116.53399999999999,0.769,0
Class/Style (I've Got It) - Marc Hartman 88 Extended Mix,Linda Lewis,0,347226,0.22899999999999998,0.85,0.561,0.0229,7,0.19699999999999998,-10.377,0.0523,113.62100000000001,0.9670000000000001,0
Call Me,Skyy,0,382920,0.00717,0.797,0.59,0.00035099999999999997,2,0.0867,-9.908999999999999,0.0867,121.25399999999999,0.9,0
"Bounce, Rock, Skate, Roll",Vaughan Mason and Crew,0,329000,0.00244,0.882,0.589,0.000981,11,0.214,-7.604,0.0596,111.14200000000001,0.809,0
She Can't Love You,Chemise,0,217666,0.036000000000000004,0.963,0.742,0.000989,4,0.303,-6.597,0.0904,114.689,0.6940000000000001,0
Let It All Blow - Special Disco Remix,Dazz Band,0,406106,0.000901,0.7979999999999999,0.674,0.503,8,0.0681,-9.991,0.0444,115.14200000000001,0.536,0
Don't Say Goodnight,First Love,0,388469,0.259,0.8140000000000001,0.73,9.48e-05,10,0.0426,-5.669,0.125,118.772,0.757,0
"Who's Getting It Now - 12""",Chocolate Milk,0,401733,0.0279,0.847,0.649,0.0015199999999999999,7,0.265,-8.594,0.0386,119.86,0.9640000000000001,0
Can You Handle It,Sharon Redd,0,386946,0.28800000000000003,0.778,0.879,0.00954,10,0.0736,-8.292,0.0648,108.50299999999999,0.857,0
Funky Sensation - Remastered,Gwen McCrae,0,398840,0.064,0.735,0.48,0.000521,4,0.0573,-15.147,0.0676,99.382,0.866,0
I Hear Music in the Streets,Unlimited Touch,0,413573,0.00842,0.6970000000000001,0.5820000000000001,0.344,11,0.0843,-12.173,0.114,115.929,0.823,0
Boogie Oogie Oogie - Single Version 2 / Remastered 99,A Taste Of Honey,0,338133,0.0991,0.835,0.522,0.0018399999999999998,2,0.111,-10.828,0.0916,123.934,0.91,0
Double Dutch Bus,Frankie Smith,0,255800,0.172,0.924,0.6659999999999999,0.0066,3,0.159,-6.992000000000001,0.11900000000000001,119.109,0.831,0
"Oops, Up Side Your Head",The Gap Band,0,206133,0.255,0.723,0.778,7.509999999999998e-05,7,0.929,-8.353,0.21600000000000003,104.071,0.8370000000000001,0
Silver Shadow,Atlantic Starr,0,291178,0.315,0.6990000000000001,0.698,7.219999999999999e-05,1,0.243,-11.290999999999999,0.0345,107.15,0.813,0
Such A Feeling,Aurra,0,321533,0.153,0.767,0.784,1.66e-05,0,0.0557,-6.8,0.0592,108.005,0.708,0
You and Me Just Started,Linda Taylor,0,306440,0.0275,0.857,0.569,0.0578,9,0.214,-11.339,0.177,112.87799999999999,0.955,0
Facts Of Love,Jeff Lorber,0,271240,0.0642,0.752,0.7509999999999999,0.0014199999999999998,8,0.278,-6.281000000000001,0.043,106.8,0.963,0
Mercedes Boy,Pebbles,0,439480,0.00107,0.747,0.7,0.0438,10,0.136,-9.448,0.0508,114.792,0.78,0
Sugar Free,Juicy,0,273293,0.124,0.741,0.433,0.0023899999999999998,8,0.0668,-11.937000000000001,0.0524,91.98700000000001,0.8390000000000001,0
Love's Comin' At Ya - Remastered,Melba Moore,0,343520,0.0278,0.9109999999999999,0.47600000000000003,0.000364,1,0.10400000000000001,-10.827,0.0927,114.40799999999999,0.62,0
A Night to Remember,Shalamar,0,214826,0.20800000000000002,0.8059999999999999,0.843,0.00105,10,0.226,-6.861000000000001,0.0378,108.91,0.909,0
"You Can't Hide (Your Love From Me) - Original 12"" Mix",David Joseph,0,402426,0.0285,0.938,0.45299999999999996,0.00124,6,0.0741,-10.73,0.12300000000000001,116.031,0.696,0
Too Tough,Angela Bofill,0,338106,0.03,0.889,0.557,0.0278,10,0.0916,-12.159,0.0703,118.22200000000001,0.809,0
Reach Up,Toney Lee,0,202840,0.0103,0.8170000000000001,0.73,0.00023199999999999997,9,0.335,-7.481,0.0903,113.721,0.841,0
Jump Into My Life,Stacy Lattisaw,0,263533,0.135,0.8140000000000001,0.7659999999999999,7.17e-06,1,0.0862,-7.665,0.0445,107.414,0.727,0
I'm In Love,"Evelyn ""Champagne"" King",0,302853,0.0238,0.903,0.46299999999999997,0.107,5,0.0826,-9.214,0.0837,114.929,0.733,0
The Finest,The S.O.S Band,0,283880,0.474,0.853,0.76,0.0011300000000000001,6,0.10800000000000001,-5.646,0.0832,109.99799999999999,0.9009999999999999,0
Love Town,Booker Newberry III,0,312533,0.127,0.6679999999999999,0.541,0.0,11,0.271,-9.011000000000001,0.0728,114.83200000000001,0.524,0
Take Me to the Top,Advance,0,376946,0.317,0.868,0.64,0.0583,0,0.0641,-6.513,0.0731,112.265,0.894,0
Square Biz,Teena Marie,0,385533,0.16699999999999998,0.768,0.861,0.000143,2,0.42,-10.967,0.0883,113.59899999999999,0.779,0
Still in the Groove,"Ray Parker, Jr.",0,381733,0.0296,0.875,0.644,0.9079999999999999,2,0.0696,-11.55,0.0378,117.561,0.762,0
Stone Love,Kashif,0,329040,0.0461,0.848,0.396,0.00139,1,0.076,-12.969000000000001,0.0784,114.22399999999999,0.778,0
Walking Into Sunshine - Edit,Central Line,0,225840,0.105,0.879,0.508,0.0947,0,0.046,-8.524,0.0934,112.42,0.9129999999999999,0
"Ooh I Love It (Love Break) - 12"" Shep Pettibone Mix",The Salsoul Orchestra,0,444693,0.00398,0.662,0.6,0.0217,10,0.28800000000000003,-13.267000000000001,0.0771,116.92299999999999,0.7809999999999999,0
Confused (feat. Future),Gucci Mane,1,239072,0.37799999999999995,0.78,0.619,0.0,7,0.253,-6.071000000000001,0.0698,146.283,0.588,0
Miss My Woe (feat. Rico Love),Gucci Mane,1,258480,0.0918,0.693,0.682,0.0,9,0.18600000000000003,-6.131,0.331,159.95,0.193,0
That's It (feat. Gucci Mane & 2 Chainz),Bebe Rexha,1,207090,0.0474,0.7829999999999999,0.36,0.00795,0,0.0862,-7.947,0.1,74.999,0.41200000000000003,0
Tone it Down (feat. Chris Brown),Gucci Mane,1,218840,0.127,0.759,0.6559999999999999,0.0,8,0.102,-5.596,0.0679,130.94899999999998,0.59,0
Make Tha Trap Say Aye (feat. Gucci Mane),OJ Da Juiceman,1,258746,0.0935,0.8140000000000001,0.532,0.0,1,0.0715,-8.415,0.304,151.965,0.504,0
Last Time (feat. Travis Scott),Gucci Mane,1,251059,0.0534,0.772,0.626,0.0,5,0.204,-6.354,0.0403,137.82,0.295,0
Make Love,Gucci Mane,0,300160,0.00528,0.972,0.563,0.00257,11,0.111,-6.983,0.156,129.984,0.217,0
"Perfect Pint (feat. Kendrick Lamar, Gucci Mane & Rae Sremmurd)",Mike WiLL Made-It,1,240926,0.172,0.741,0.562,0.0,4,0.0751,-5.474,0.165,180.06799999999998,0.292,0
Stunting Ain't Nuthin (feat. Slim Jxmmi & Young Dolph),Gucci Mane,1,316053,0.177,0.86,0.71,0.0,7,0.0865,-5.705,0.285,122.993,0.764,0
Fuck the World,Gucci Mane,0,229041,0.0171,0.765,0.445,0.0,3,0.198,-12.725,0.22899999999999998,144.961,0.25,0
Enormous (feat. Ty Dolla $ign),Gucci Mane,1,244453,0.23399999999999999,0.8440000000000001,0.486,0.0,3,0.0976,-6.915,0.368,142.606,0.493,0
Curve (feat. The Weeknd),Gucci Mane,1,161989,0.294,0.76,0.47600000000000003,0.0,8,0.1,-8.103,0.24100000000000002,147.01,0.354,0
That's What I Like (feat. Gucci Mane) - Remix,Bruno Mars,1,234596,0.0171,0.8540000000000001,0.564,0.0,1,0.0849,-4.9639999999999995,0.0485,134.071,0.899,0
"Freeze Me (feat. Gucci Mane, T.I.) Mr. E Blend",Young Dro,1,216213,0.13699999999999998,0.461,0.81,0.0,6,0.36700000000000005,-8.443999999999999,0.478,133.18,0.423,0
Money Make Ya Handsome,Gucci Mane,0,205026,0.154,0.6970000000000001,0.6629999999999999,0.0,10,0.282,-6.0,0.0512,134.108,0.5479999999999999,0
1017 (feat. Young Thug),Gucci Mane,1,180080,0.0036799999999999997,0.879,0.38799999999999996,0.0,1,0.10800000000000001,-9.408999999999999,0.46799999999999997,160.017,0.534,0
Jumped Out The Whip (feat. A$AP Rocky),Gucci Mane,1,216373,0.0694,0.8109999999999999,0.46,0.0,2,0.13,-5.9239999999999995,0.35100000000000003,141.937,0.4,0
She Be Puttin On (Feat. Slim Dunkin),Gucci Mane,0,259918,0.0856,0.753,0.711,0.0,9,0.0409,-10.162,0.366,139.995,0.77,0
